Title,Summary,Date
سقف معافیت مالیاتی حقوق افزایش پیدا می‌کند؟,رییس سازمان برنامه و بودجه گفت: احتمال دارد در آخرین نسخه از لایحه بودجه که رئیس جمهور به مجلس ارائه می کند ، عدد معافیت مالیاتی برای سال آینده افزایش یابد.,1402/09/07
تحقق رشد ۷ درصدی اقتصاد در بودجه سال آینده / تورم کمتر از ۳۰ درصد می‌شود,معاون سازمان برنامه و بودجه ضمن تاکید بر اینکه مأموریت لایحه بودجه سال آینده تحقق رشد هفت درصدی در اقتصاد است، اعلام کرد: در بخش اول لایحه بودجه ۱۴۰۳ منابع بودجه نسبت به قانون سال جاری رشد ۱۸.۳ درصدی داشته که به معنی کنترل تورم در بودجه سال آینده است و برآورد این است که در سال آینده تورم به کمتر از ۳۰ درصد برسد.,1402/09/06
داشته های صندوق توسعه ملی نباید روی کاغذ بماند/ ماموریت حفظ ثروت ملی چطور محقق می شود؟,عضو هیات عامل صندوق توسعه ملی با تشریح اینکه صندوق توسعه ملی در رویکرد تسهیلات‌دهی صرفا می‌تواند مطالبه‌گر باشد، عنوان کرد: در این شرایط اگر فعالیت اقتصادی که توسط صندوق توسعه ملی تامین مالی شده است به نتیجه نرسد، داشته‌های صندوق فقط روی کاغذ خواهد بود و ماموریت حفظ ثروت ملی محقق نخواهد شد.,1402/09/06
کارت به کارت مالیات دارد!,رییس سازمان مالیاتی با اشاره به اینکه ۱۱۰ هزار خانه لوکس در تهران شناسایی شد گفت: برای نخستین بار از اطلاعات کارت به کارت برای وصول مالیات جدید استفاده شد.,1402/09/06
حقوق کارگران برای ۱۴۰۳ چقدر خواهد شد؟,درحالی دولت در لایحه بودجه ۱۴۰۳ میزان افزایش حقوق کارمندان دولت را ۱۸ درصد پیشنهاد کرده که پیش بینی می شود، دستمزد سال آینده کارگران هم با اندکی تفاوت در همین محدوده تعیین شود، موضوعی که نمایندگان کارگران با آن مخالفند.,1402/09/06
سیاهه دخل و خرج اقتصاد ایران را با بدبینانه ترین فروش نفت ببندید/ نفت فروخته نشود، دولت به سمت اخذ مالیات از مردم می رود,یک فعال اقتصادی با اشاره به اینکه اگر درآمدهای پیش بینی شده در بودجه برای فروش نفت، محقق نشود، دولت به سمت تامین کسری از محل مالیات ها آن هم از بخش شفاف اقتصاد پیش خواهد رفت، به دولتمردان توصیه کرد تا سیاهه دخل و خرج اقتصاد ایران را با بدبینانه ترین میزان فروش نفت ببندد.,1402/09/06
نحوه محاسبه حقوق بازنشستگی با قانون جدید / این افراد در ۴۸ سالگی بازنشسته می‌شوند,یک عضو کمیسیون تلفیق لایحه برنامه هفتم توسعه با بیان این‌که مصوبه مجلس شورای اسلامی درباره افزایش سن بازنشستگی ابهام دارد، گفت: امیدواریم شورای نگهبان ایراداتی را به این مصوبه وارد کند و برای اصلاح به مجلس برگرداند آنگاه ما در کمیسیون تلفیق ابهامات را رفع خواهیم کرد.,1402/09/06
کدام مادران یارانه یک میلیونی می‌گیرند؟,یارانه جدید ۶۰۰ هزار تا یک میلیون تومانی به کودکانی اختصاص می‌یابد که دچار لاغری مفرط، کم وزنی و کوتاهی قد باشند.,1402/09/06
احتمال افزایش سقف معافیت مالیاتی حقوق و دستمزد,مدیرکل حسابرسی سازمان امور مالیاتی گفت: سقف معافیت‌های مالیاتی حقوق و دستمزد پیشنهادی است و مجلس درباره آن اعلام نظر خواهد کرد و احتمال تغییر عدد معافیت مالیاتی حقوق و دستمزد وجود دارد.,1402/09/05
شرایط دریافت یارانه دستمزد اعلام شد + لینک ثبت‌نام,نتایج گزارش عملکرد طرح یارانه دستمزد نشان می‌دهد تاکنون بیش‌ از ۴۳ هزار نفر داوطلب در این طرح مشارکت و ثبت‌نام کرده‌اند و استان‌های خوزستان و مازندران بیشترین تعداد جذب شدگان به بازار کار را به خود اختصاص داده‌اند.,1402/09/05
فوری؛ برای این افراد یارانه ۴ میلیونی واریز می‌شود,وزیر تعاون، کار و رفاه اجتماعی گفت: برای هر مادر مشمول طرح تا سقف ۴ میلیون تومان واریز می شود که در مدت ۶ ماه باید از کالاهای تعریف شده خریداری شود.,1402/09/05
راه‌اندازی سامانه شناسایی بیکاران تا پایان سال,معاون وزیر کار از راه ‌اندازی سامانه شناسایی بیکاران تا پایان سال خبر داد.,1402/09/05
تورم سالانه در آبان‌ماه به ۴۴.۹ درصد رسید,بر اساس گزارش مرکز آمار ایران، در آبان امسال نرخ تورم سالانه برای خانوارهای کشور به ۴۴.۹ درصد رسیده که نسبت به تورم سالانه مهرماه، ۰.۶ درصد کاهش داشته است.,1402/09/05
جزئیات شکل گیری ایده ساماندهی یارانه آرد و نان,وزیر امور اقتصادی و دارایی با تشریح جزئیات شکل گیری ایده ساماندهی یارانه آرد و نان، گفت: اجرای طرح هوشمندسازی یارانه آرد و نان در عمل نشان داد امکان اصلاحات اقتصادی با لحاظ محدودیت‌های اجتماعی و تنوع فرهنگی، وجود دارد.,1402/09/05
بررسی لایحه احیای وزارت بازرگانی هفته آینده در مجلس/ بودجه ۱۴۰۳هفته آتی اعلام وصول می شود,معاون پارلمانی رییس جمهور با بیان اینکه بعد از برنامه هفتم، نوبت به لایحه احیای وزارت بازرگانی در مجلس خواهد رسید، گفت: هفته آینده علاوه بر اینکه بخش اول لایحه بودجه ۱۴۰۳ در پارلمان اعلام وصول می شود، احیای وزارت بازرگانی نیز در دستور کار بررسی مجلس قرار خواهد گرفت.,1402/09/05
مالیات حقوق کارمندان در سال ۱۴۰۳ اعلام شد,مالیات به صورت پلکانی از هر رده حقوقی دریافت شود.,1402/09/05
خبر فوری درباره حذف و افزایش یارانه‌ها,منابع هدفمندسازی یارانه‌ها در حالی در لایحه بودجه سال ۱۴۰۳ با رشدی ۱۵ درصدی همراه است که براساس این لایحه، سازمان هدفمندسازی یارانه‌ها موظف است با همکاری وزارت تعاون، کار و رفاه اجتماعی نسبت به حذف یارانه خانوارهای غیر مشمول حمایت دولت اقدام کند.,1402/09/04
ایران چطور از اقتصاد جهان جا ماند؟,تحریم‌ها تأثیر قابل توجهی بر رشد تولید ناخالص داخلی در کشور گذاشته است. نمودار زیر، تولید ناخالص داخلی در ایران و دنیا را نشان می‌دهد. جهت مقایسه بهتر، داده‌ها به صورت لگاریتمی نمایش داده شده است. در واقع داده‌های جهانی، مربوط به میانگین وزنی تولید لگاریتم طبیعی تولید واقعی برای ۳۳ اقتصاد بزرگ دنیاست.,1402/09/04
یارانه‌بگیران یک میلیون تومانی مشخص شدند + جزییات,معاون بهداشت وزارت بهداشت از اجرای طرح ارتقای وضعیت تغذیه کودکان زیر ۵ سال خبر داد.,1402/09/04
سایه روشن افزایش درآمدهای مالیاتی در بودجه ۱۴۰۳/ رکود، بهای افزایش بدون برنامه مالیات ها,یک اقتصاددان با بیان اینکه بدون اصلاح سیاستهای کلان، باز هم ابرچالش‌های مزمن اقتصاد باقی خواهند ماند، گفت: دولت به بهای کسب درآمد بیشتر، مالیات ها را در سال آینده افزایش خواهد داد؛ در حالیکه این افزایش اگر بدون برنامه باشد، فشار بیشتر به بنگاههای اقتصادی، رکود را تشدید خواهد کرد.,1402/09/04
اقدام عجیب دولت برای افزایش‌ حقوق‌ها!,بررسی لایحه بودجه ۱۴۰۳ نشان میدهد با توجه به ثابت ماندن سقف معافیت مالیاتی عملا دریافتی حداقل بگیران سال آینده بین ۱۵ تا ۱۶ درصد افزایش خواهد یافت، نه ۱۸ درصد.,1402/09/04
حقوق کارمندان در سال ۱۴۰۳ بیشتر از ۱۸ درصد افزایش می‌یابد؟,جبار کوچکی‌نژاد عضو هیات رییسه کمیسیون تلفیق بودجه سال آینده گفت: افزایش حقوق ۱۸ درصدی در قیاس با تورم موجود در کشور رقم اندکی است، بنده با این عدد مخالفم و معتقدم مجلس قطعا این عدد را افزایش خواهد داد.,1402/09/04
سن بازنشستگی در کشورهای مختلف چقدر است؟,پیری سریع جمعیت در سال‌های اخیر در کنار مشکلات مالی در بسیاری از کشورها، چالشی جدی برای صندوق‌های بازنشستگی به ویژه در کشورهای پرجمعیت‌تر بوجود آورده و برخی از آنها برای خروج از این موقعیت به راهکارهایی همچون افزایش سن بازنشستگی دست می‌زنند.,1402/09/04
ماجرای بخشنامه هایی که توان تحریم ها را دوچندان کردند/ ضربات تصمیمات داخلی سنگین تر است یا تحریم خارجی ها؟,تحریم ها در شرایطی بسیاری از بخش های اقتصادی را ظرف دهه های گذشته تحت تاثیر قرار داده که برخی تصمیم گیری ها و تصمیم سازی ها در حوزه مدیریت تحریم ها نیز به جای اینکه از شدت مخاطرات تحریم، ضربه گیری کنند خود توانبخشی مضاعفی را برای اثرگذاری هر چه بیشتر این محدودیت های بین المللی بر علیه اقتصاد ایران کرده اند؛ به نحوی که نرخ بهره حقیقی منفی، قوانین مرتبط با نکول، وابستگی دولت به نظام بانکی، عدم استقلال بانک مرکزی از مواردی هستند که در کنار تحریم، به ناترازی نظام بانکی در ایران و در نتیجه رشد نقدینگی و نرخ تورم دامن‌ زده‌اند.,1402/09/04
اعلام پاداش بازنشستگی در ۱۴۰۳ / کارمندان در سال آینده چقدر حقوق می‌گیرند؟,سقف پاداش پایان خدمت کارمندان و کارکنان دولت و حقوق کارمندان برای سال ۱۴۰۳ مشخص شد.,1402/09/04
کدام کشور بیشترین حقوق را به کارگران می‌دهد؟ + عکس,ساعات کار و حقوق دریافتی یکی از مهمترین عوامل تاثیرگذار بر کیفیت زندگی و رفاه نیروی کار در هر کشور است. بر اساس آمارهای منتشر شده، متوسط ساعات کار هفتگی و میزان حقوق در کشورهای مختلف جهان تفاوت قابل توجهی با هم دارد.,1402/09/04
جزییات کامل قانون جدید بازنشستگی / سنوات خدمت چند سال است؟,مصوبه مجلس برای افزایش سن بازنشستگی و سنوات خدمت بیمه‌پردازان همانطور که انتظار می‌رفت، مورد توجه افکار عمومی قرار گرفت؛ موافقان وضعیت بحرانی صندوق‌های بازنشستگی را عامل اصلی این تصمیم می‌دانستند و مخالفان این اقدام را همسو با اسناد بالادستی در حوزه رفاه و تامین اجتماعی نمی‌دانستند.,1402/09/04
پس از همتی؛ رییس اتاق ایران هم به آمارهای وزیر اقتصاد انتقاد کرد / آماربازی هم به اندازه آمارسازی خطرناک است,سلاح ورزی رییس اتاق ایران امروز به آمارهای وزیر اقتصاد انتقاد کرد و نوشت: آماربازی هم به اندازه آمارسازی خطرناک است.,1402/09/03
تله مالیاتی در بودجه ۱۴۰۳ / حقوق بگیران نقره داغ می شوند؟,نگاهی به جزئیات لایحه بودجه ۱۴۰۳ نشان می دهد سازوکارهای افزایش حقوق و وصول مالیات به ضرر اقشار حقوق بگیر تنظیم شده است.,1402/09/03
سایه سنگین تورم بر سر مصرف‌کنندگان آمریکایی/خریدهای برنامه‌ریزی‌شده در بلک فرایدی رونق گرفت!,تورم‌های بالا و بیکاری فزاینده مردم آمریکا آن هم در آستانه سال نو میلادی که انتخاباتی حساس در پیش است، بحرانی نگران‌کننده را شکل داده؛ به خصوص اینکه انعکاس آن در خریدهای کریسمس و بلک‌فرایدی کاملا نمایان شده؛ یعنی هم خریداران محتاطند و هم فروشندگان طرح اکنون بخرید، بعدا پرداخت کنید را به صورت جدی اجرا می‌کنند.,1402/09/03
آوارهای تباهندگی بر سر اقتصاد ایران/ چرا «قطار تباهندگی» به «مسیر بالندگی» تغییر ریل نمی‌دهد؟,رئیس هیات عامل صندوق توسعه ملی با اشاره به برخی فرآیندهایی که منجر به شکل گیری چرخه تباهندگی در اقتصاد ایران می شوند، معتقد است که دیدن چرخه تباهنده در کشور کار سختی نیست، به این معنا که هر کجا مردم ناراضی بوده و اعتراض دارند، علامت وجود فرآیندهای تباهنده است. وقتی نرخ رشد اقتصادی پایین و یا وجود ناترازی‌های مختلف در بانک، ارز، بنزین، گاز، برق، آب و حتی جمعیت دیده می‌شود، علایمی دال بر وجود چرخه‌های تباهنده است,1402/09/03
دخل و خرج خانوارها برای سال ۱۴۰۳ مشخص شد,لایحه بودجه ۱۴۰۳ چه تغییراتی در دخل و خرج خانوار رقم می‌زند.,1402/09/03
وزیر اقتصاد ضعیف‌ترین حلقه سیاستگذاری اقتصادی دولت,صادق الحسینی نوشت: وزیر اقتصاد به ضعیف‌ترین حلقه سیاستگذاری اقتصادی دولت تبدیل شده است.,1402/09/03
نرخ بهره در ترکیه به 40 درصد افزایش یافت,بانک مرکزی ترکیه با هدف کاهش فزاینده تورم در این کشور، نرخ بهره را به 40 درصد افزایش داد.,1402/09/02
هشدار مرکز مبارزه با پولشویی به موسسات مالی و اعتباری,پیگیری از مرکز اطلاعات مالی وزارت اقتصاد نشان میدهد برای ۱۲۲۶ شخص مظنون به پولشویی در موسسات مالی و اعتباری با جمع گردش بیش از ۱۰۰ همت، محدودیت تبادلات مالی اعمال شده است.,1402/09/02
دولت بر روی افزایش قیمت نفت حساب باز نکند/ دارایی‌های دولت باید به صندوق ثروت ملی واریز شود,یک اقتصاددان با بیان اینکه برای جلوگیری از کسری بودجه در سال آینده، دولت باید به فکر مولدسازی دارایی‌های خود باشد، گفت: باید دارایی های دولت را در درجه اول تبدیل به اوراق کرده و سپس به فکر فروش آن باشیم که در این میان یکی از روش‌ها، توجه ویژه به صندوق املاک و ثروت ملی کشور و توسعه آن است.,1402/09/02
فوری؛ یارانه‌بگیران سال آینده اعلام شدند,بر اساس لایحه بودجه، در سال آینده یارانه به دارو، شیرخشک و ملزومات مصرفی پزشکی، یارانه نقدی، معیشتی و کالابرگ الکترونیک، کمک به خانوارهای تحت پوشش کمیته امداد امام خمینی (ره) و سازمان بهزیستی کشور، نان، هزینه‌های سرمایه گذاری و کمک به شرکت‌های نفت و گاز مصارف صرفه جویی و سایر مصارف ضروری در چارچوب این قانون تخصیص می‌یابد.,1402/09/02
فوری؛ نحوه محاسبه حقوق بازنشستگی تغییر کرد + جزییات,نمایندگان در خانه ملت مصوب کردند برقراری مستمری بازنشستگان برای کلیه بیمه شدگان صندوق‌های بازنشستگی بر مبنای میانگین دو سال آخر دریافتی که دارای کسور بازنشستگی باشد.,1402/09/02
جزییات دقیق مالیات کارمندان / با حقوق ۱۵ میلیونی چقدر باید مالیات بدهیم؟,محاسبه مالیات حقوق ۱۴۰۲ کارمندان دولت، بدون تغییر عینا در لایحه بودجه سال آینده تکرار شده تا سقف معافیت مالیاتی همان ۱۰ میلیون تومان باقی بماند.,1402/09/02
کنایه سنگین همتی به حذف دلار از بودجه ۱۴۰۳,همتی نوشت: راه دلار زدایی این نیست، لازمه دلار زدایی، سیاست گذاری صحیح اقتصادی و بین المللی برای تقویت رقابت پذیری اقتصاد ملی است نه اقدامات نمایشی!,1402/09/01
تمام مالیات‌هایی که سال بعد باید بدهید! + عکس,متن لایحه بودجه ۱۴۰۳ منتشر شد؛ براین اساس، منابع عمومی دولت در لایحه بودجه ۱۴۰۳ بیش از ۲۴۲۹ هزار میلیارد تومان در نظر گرفته شده که نسبت به بودجه امسال ۱۶.۷ درصد افزایش دارد.,1402/09/01
۳۰ درصد تخفیف مالیاتی برای دهه‌شصتی‌ها,بر اساس لایحه بودجه ۱۴۰۳ اشخاص حقیقی به ازای فرزند سوم و بیشتر در سال ۱۴۰۳ مشمول ۱۵ درصد افزایش در تخفیف مالیاتی می شوند.,1402/09/01
یارانه این افراد در ۱۴۰۳ حذف می‌شود,در لایحه بودجه ۱۴۰۳ پیشنهاد شده که سازمان هدفمندسازی یارانه‌ها با همکاری وزارت تعاون، کار و رفاه اجتماعی نسبت به حذف یارانه خانوارهای غیر مشمول حمایت دولت اقدام کند.,1402/09/01
فوری؛ پاداش بازنشستگی کارمندان اعلام شد,بر اساس ارقام لایحه بودجه ۱۴۰۳ کل کشور سقف پاداش پایان خدمت کارکنان دولت در سال آینده ۵۲۰ میلیون تومان خواهد بود.,1402/09/01
پایان ماراتن بررسی لایحه برنامه هفتم توسعه در مجلس,پنجاه و هفتمین جلسه و سی‌یکمین روز بررسی لایحه برنامه هفتم توسعه به پایان رسید؛ امروز آخرین روز رسیدگی به لایحه برنامه بود و مصوبات مجلس برای بررسی به شورای نگهبان ارسال می‌شود.,1402/09/01
زمان اجرای قانون جدید بازنشستگی مشخص شد / این افراد در ۳۰ سالگی بازنشسته می‌شوند,وزیر تعاون، کار و رفاه اجتماعی گفت: مصوبه مجلس درباره سن بازنشستگی از ابتدای سال ۱۴۰۵ به اجرا درمی‌آید.,1402/09/01
توقیف و برداشت از حساب به‌صورت سیستمی,بر اساس لایحه بودجه ۱۴۰۳ بانک مرکزی ملزم به توقیف و برداشت از حساب بدهکاران مالیاتی به صورت سیستمی شد.,1402/09/01
کسب‌وکارهای اینترنتی در پلتفرم‌های داخلی معاف از مالیات!,براساس لایحه بودجه ۱۴۰۳ کسب‌وکارهای اینترنتی در پلتفرم‌های داخلی معاف از مالیات شدند.,1402/09/01
خبر خوب برای بازنشستگان / افزایش ۴۰ درصدی حقوق تصویب شد,نمایندگان مجلس در مصوبه‌ای سازمان تامین اجتماعی را مکلف کردند در طول سه سال اول برنامه نسبت به متناسب‌سازی مستمری بازنشستگان و شاغلین اقدام کند.,1402/09/01
فوری؛ سقف حقوق ۶۵ میلیون تومان شد,سقف حقوق در لایحه بودجه ۱۴۰۳ مشخص شد.,1402/09/01
افزایش ۲برابری مالیات‌ها در بودجه ۱۴۰۳/ مالیات خودرو و خانه‌های لوکس تعیین شد,لایحه بودجه ۱۴۰۳ منتشر شد؛ اعداد و ارقام مهمی لایحه بودجه در ادامه آمده است.,1402/09/01
خبر خوب برای ایران خودرو دیزل!,براساس لایحه بودجه ۱۴۰۳، به شرکت‌ها اجازه داده می‌شودبابت توسعه حمل و نقل عمومی و زیر ساخت‌های شهری و نوسازی ناوگان، با تایید وزارت کشور، تا سقف ۱۲ هزار میلیارد تومان اوراق مشارکت با تضمین خود منتشر کنند,1402/09/01
شرکت‌های دولتی مجاز به انتشار ۱۳ هزار میلیارد تومان اوراق اسلامی!,براساس لایحه بودجه ۱۴۰۳، شرکت‌های دولتی مجاز به انتشار ۱۳ هزار میلیارد تومان اوراق اسلامی شدند.,1402/09/01
بخشنامه های ثبت نشده در پایگاه قوانین و مقررات لازم الاجرا نیست,گمرک جمهوری اسلامی ایران، در راستای اجرای ماده ۳۰ قانون بهبود مستمر کسب و کار، بخشنامه وزارت جهاد کشاورزی که در پایگاه قوانین و مقررات ثبت نشده را برای اجرا ابلاغ نکرد. ,1402/09/01
متن لایحه بودجه ۱۴۰۳ منتشر شد,متن کامل لایحه بودجه ۲۴۶۲ هزار میلیارد تومانی سال ۱۴۰۳ منتشر شد.,1402/09/01
حقوق بگیر هستید، سال بعد باید حداقل ۱۰ درصد مازاد حقوقتان را مالیات بدهید / معافیت مالیاتی برای درآمد ماهانه زیر ۱۰ میلیون تومان,معافیت مالیاتی برای کارمندان در لایحه بودجه ۱۴۰۳ اعلام شد.,1402/09/01
فوری؛ حقوق بازنشستگی با ۳۵ سال خدمت اعلام شد,قادری گفت: حقوق ۳۰ روز با ۳۵ سال خدمت در قانون افزایش سن بازنشستگی لحاظ می‌شود.,1402/09/01
رییس کمیسیون اقتصادی: امسال دولت باید یک لایحه بودجه جامع ارائه دهد و بهانه‌ای پذیرفتنی نیست,محمدرضا پورابراهیمی داورانی، رئیس کمیسیون اقتصادی بیان کرد: دولت باید حتماً روی موضوعات مهم مانند افزایش درآمدهای پایدار، کاهش کسری بودجه که امروز از چالش های اساسی ماست، مدیریت هزینه و شرکت‌های دولتی در لایحه بودجه با همین ظرفیت قانونی که در اختیار دارد فارغ از برنامه هفتم کارهایی را بکند.,1402/09/01
میزان حقوق در کشورهای اروپایی چقدر است؟,میزان حقوق و دستمزد در کشورهای اروپایی را در این گزارش ببینید.,1402/09/01
پرداخت حقوق و مزایای این کارمندان تغییر کرد,نمایندگان مجلس در مصوبات امروز خود تصویب کردند تا حقوق، مزایا و دریافتی اعضای هیأت علمی دانشگاه‌ها و قضات تابع قوانین مربوط به خود باشد.,1402/09/01
فوری؛ یارانه جدید یک میلیون تومانی برای فرزندان,برخی از کودکان مشمول یارانه جدید ۶۰۰ تا یک میلیون تومانی شده‌اند.,1402/08/30
حاجی بابایی رئیس کمیسیون تلفیق بودجه ۱۴۰۳ شد,جلسه کمیسیون تلفیق لایحه بودجه ۱۴۰۳ برای انتخابات هیات رئیسه کمیسیون برگزار شد.,1402/08/30
افزایش صددرصدی حقوق بازنشستگان,متناسب سازی حقوق بازنشستگان، مورد تایید نمایندگان مجلس قرار گرفت.,1402/08/30
درخواست کارگران برای لغو مصوبه افزایش سن بازنشستگی,کانون عالی شوراهای اسلامی کار کشور با انتقاد شدید از مصوبه مجلس برای افزایش سن بازنشستگی خواستار رد این مصوبه از سوی شورای نگهبان شد.,1402/08/30
مخالفت مجلس با تقسیم یکسان یارانه حامل‌های انرژی,نمایندگان مجلس شورای اسلامی با حکم لایحه برنامه هفتم توسعه درباره بهره‌مندی مساوی ایرانیان ساکن در کشور از یارانه حامل‌های انرژی مخالفت کردند.,1402/08/30
متناسب‌سازی حقوق بازنشستگان کی اعمال می‌شود؟,عضو کمیسیون برنامه و بودجه مجلس گفت: با مصوبه امروز مجلس مقرر شد ظرف سه سال میزان دریافتی مستمری بازنشستگان با حقوق کارکنان متناظر حداقل ۹۰ درصد شود.,1402/08/30
میزان افزایش حقوق کارکنان و بازنشستگان برای سال ۱۴۰۳ اعلام شد,وزیر اقتصاد از افزایش ۱۸ درصدی حقوق کارکنان در لایحه بودجه ۱۴۰۳ خبر داد.,1402/08/30
مردم نباید تاوان اشتباهات بانک آینده را بدهند/ افزایش حقوق ۱۸ درصدی برای کارمندان، ۲۰ درصدی برای بازنشستگان,وزیر امور اقتصادی و دارایی با بیان اینکه اعضای هیات مدیره و صورتهای مالی بانک آینده تعیین تکلیف شدند، بر این نکته تاکید کرد که مردم نباید تاوان اشتباهات این بانک را بدهند.,1402/08/30
فوری؛ افزایش حقوق بازنشستگان قطعی شد + جزییات,نمایندگان مجلس شورای اسلامی با متناسب‌سازی حقوق بازنشستگان در طول اجرای برنامه هفتم توسعه موافقت کردند که بر اساس آن حقوق بازنشستگان به ۹۰ درصد حقوق و فوق‌العاده‌های مستمر مشمول کسور شاغلان مشابه و همتراز می‌رسد.,1402/08/30
حقوق آبان ماه بازنشستگان واریز شد,حقوق آبان ماهِ بازنشستگان صندوق لشگری تا پایان شب گذشته واریز شد.,1402/08/30
پیشنهاد افزایش حقوق کارگران در شورای عالی کار به کجا رسید؟,دبیرکل کانون عالی انجمن های صنفی کارگران ایران درباره جلسه روز گذشته شورای عالی کار گفت: دربحث مسکن مقرر شد قرارگاه مسکن کارگری ایجاد شود و درحوزه معیشت پیشنهاداتی ارائه شده و در حال بررسی هستیم.,1402/08/30
پیدا و پنهان اخذ ۱۰ یورو از هر سفر مسافران خارجی/ آیا یوروهای رفته به خزانه، باز می گردد؟,مجلس تصمیم گرفته تا از سال آینده دولت را مکلف نماید تا در طول برنامه هفتم توسعه، از هر سفری که مسافران به خارج از کشور می روند، ۱۰ یورو عوارض اخذ کند و منابع آن را صرف تامین زیرساختها و اجرای طرح های توسعه فرودگاههای بین المللی نماید؛ موضوعی که عملا با توجه به تجربیات گذشته نشان می دهد که پولی که به خزانه برود، بازگشتی برای آن در کار نیست.,1402/08/30
ارائه بودجه ۱۴۰۳ به مجلس به تاخیر افتاد,سخنگوی دولت اعلام کرد: با درخواست مجلس ارائه سند لایحه بودجه ۱۴۰۳ به بعد از تصویب برنامه هفتم موکول شد,1402/08/30
سن بازنشستگی ۱۲ سال اضافه شد؟,خانه ملت با تکذیب افزایش ۱۲ سال سن بازنشستگی اعلام کرد افرادی که به‌تازگی شروع به کار کنند به میزان سنوات خدمت آنها حداکثر ۵ سال اضافه می‌شود.,1402/08/30
جزئیات جلسه امروز شورای عالی کار/ قرارگاه تامین مسکن کارگران تشکیل می شود,نماینده کارگران در شورای عالی کار گفت: در جلسه امروز شورای عالی کار موضوع اصلاح دستمزدها در دستور کار قرار نگرفت و مقرر گردید تا قرارگاه مسکن کارگران تشکیل تا قدمی در جهت تامین مسکن این قشر از جامعه برداشته شود.,1402/08/29
ممنوعیت پرداخت کمک‌های دولتی حذف شد,نمایندگان مجلس بندی از لایحه برنامه هفتم توسعه را حذف کردند که در آن ممنوعیت برای شرکت های دولتی جهت پرداخت کمک پیش بینی شده بود و هرگونه کمک در حکم تصرف غیرقانونی در اموال دولتی می‌شد.,1402/08/29
فوری؛ سقف حقوق این افراد ۷ برابر شد!,سخنگوی کمیسیون تلفیق برنامه هفتم توسعه تاکید کرد: سقف افزایش حقوق برای کارکنان دولت، قضات و اعضای هیات علمی برداشته نشده بلکه صرفا در چارچوب قوانین موجود این سقف تعیین شده و حقوق آنها پرداخت می‌شود.,1402/08/29
دولت زیر بار ترمیم حقوق کارگران نمی رود/ دستمزد کارگر هم باید همپای کارمندان رشد کند,نماینده کارگران در شورای عالی کار گفت: در مصوبه تعیین دستمزد کارگران در سال ۱۴۰۲ تاکید شد که اگر حقوق کارمندان افزایش یابد، باید دستمزد کارگران هم ترمیم شود؛ اما حالا دولت زیر بار این موضوع نمی رود.,1402/08/29
مجلس برای افزایش سقف حقوق کارکنان شرط گذاشت,نمایندگان مجلس شورای اسلامی صرفا برای مشاغل حساس و خاص و با درخواست بالاترین مقام دستگاه و تصویب شورای حقوق و دستمزد امکان افزایش سقف دریافتی را فراهم کردند.,1402/08/29
سقف حقوق کارکنان دولت برداشته شد!,ادامه رسیدگی به جزئیات لایحه برنامه هفتم توسعه کل کشور در دستورکار نمایندگان در جلسه علنی امروز قرار دارد.,1402/08/29
افزایش ۱۲ سال سن بازنشستگی تکذیب شد,خانه ملت با تکذیب افزایش ۱۲ سال سن بازنشستگی اعلام کرد افرادی که به‌تازگی شروع به کار کنند به میزان سنوات خدمت آن‌ها حداکثر ۵ سال اضافه می‌شود.,1402/08/29
چه کسانی مشمول هیچ‌ تغییری در سن بازنشستگی نمی‌شوند؟,سخنگوی کمیسیون تلفیق برنامه هفتم گفت: سقف افزایش مدت خدمت ۳۵ سال است، یعنی حداکثر سال‌های خدمت برای مردان ۳۵ و برای زنان ۳۰ سال و حداکثر سن بازنشستگی برای مردان ۶۲ و برای زنان ۵۵ سال است.,1402/08/29
درخواست  تمدید، اصلاح و توسعه مجوزها منوط به اخذ شناسه یکتا می شود,امکان ثبت تمدید، اصلاح و توسعه مجوزهای کسب و کار از اواخر آذرماه سال جاری از طریق درگاه ملی مجوزها مهیا می شود.,1402/08/29
خبر مهم برای کارگران / افزایش دستمزد در راه است؟,رئیس کانون عالی انجمن‌های صنفی کارگری با اشاره به دستور جلسه امروز شورای عالی کار و ابلاغیه پاداش یک میلیونی کارمندان گفت: مطابق قول وزیر کار منتظر افزایش دستمزد کارگران هستیم.,1402/08/29
فوری؛ تغییر پلکانی سن بازنشستگی / این افراد با ۳۰ سال کار بازنشسته نمی‌شوند!,در جلسه علنی امروز مجلس، نمایندگان با تصویب بند «خ» ماده ۲۹ موافقت کردند. بر اساس این بند سن بازنشستگی به صورت پلکانی به ازای سنوات باقی مانده از خدمت افزایش پیدا می‌کند. برای مشاهده جدول مربوط به افزایش پلکانی سن بازنشستگی ادامه خبر را دنبال کنید.,1402/08/29
ایرانی‌ها پول‌هایشان را کجا سرمایه‌گذاری می‌کنند؟,ایسپا در مهرماه سال جاری از ۱۲ هزار نفر از مردم بالای ۱۵ سال ایران به روش مصاحبه حضوری پرسیده؛ «اگر شرایط مالی شما به گونه‌ای باشد که بتوانید پس‌انداز کنید. ترجیح می‌دهید پس‌انداز خود را چگونه مدیریت کنید؟»,1402/08/29
